id,address_id,transaction_id,received,sent
95725267,50927353,21015991,0,5500
95725268,50927353,21015991,0,5500
95725269,49435649,21015991,1500000,0
95725270,50927353,21015991,393540,0
95725271,49435649,21015992,0,3e+05
95725272,49435649,21015992,0,3e+05
95725273,49435649,21015992,0,3e+05
95725274,49435649,21015992,0,3e+05
95725275,50927353,21015992,6500,0
95725276,50988904,21015992,1183500,0
95725277,50927353,21015993,0,267700
95725278,50927353,21015993,0,157000
95725279,50927353,21015993,0,267700
95725280,50927353,21015993,0,405700
95725281,50927353,21015993,0,445400
95725282,49435649,21015993,1500000,0
95725283,50927353,21015993,33500,0
95725284,50927353,21015994,0,5500
95725285,50927353,21015994,0,5500
95725286,50927353,21015994,0,5500
95725287,50927353,21015994,0,6144700
95725288,50927353,21015994,0,5500
95725289,49435649,21015994,3e+05,0
95725290,50927353,21015994,5856700,0
95725291,50927353,21015995,0,5856700
95725292,49435649,21015995,7e+05,0
95725293,50927353,21015995,5146700,0
95725294,50927353,21015996,0,5146700
95725295,49435649,21015996,1500000,0
95725296,50927353,21015996,3636700,0
95725297,50927353,21015997,0,5500
95725298,50927353,21015997,0,5500
95725299,50927353,21015997,0,818500
95725300,50927353,21015997,0,592300
95725301,50927353,21015997,0,5500
95725302,50927353,21015997,0,5500
95725303,50927353,21015997,0,5500
95725304,50927353,21015997,0,3636700
95725305,50927353,21015997,0,313100
95725306,50927353,21015997,0,5500
95725307,50927353,21015997,0,1100600
95725308,50927353,21015997,0,651300
95725309,50927353,21015997,0,539300
95725310,49435649,21015997,7500000,0
95725311,50927353,21015997,154800,0
95725312,50927353,21015998,0,154800
95725313,50303732,21015998,1e+05,0
95725314,50927353,21015998,44800,0
95725482,49435649,21016021,0,3e+05
95725483,49435649,21016021,0,3e+05
95725484,49435649,21016021,0,2e+06
95725485,49435649,21016021,0,7e+05
95725486,49435649,21016021,0,7e+05
95725487,49435649,21016021,0,3e+05
95725488,49435649,21016021,0,3e+05
95725489,49435649,21016021,0,3e+05
95725490,49435649,21016021,0,3e+05
95725491,49435649,21016021,0,3e+05
95725492,49435649,21016021,0,3e+05
95725493,49435649,21016021,0,3e+05
95725494,49435649,21016021,0,2e+06
95725495,50976687,21016021,0,1012300
95725496,49435649,21016021,0,7e+05
95725497,49435649,21016021,0,3e+05
95725498,50976431,21016021,0,1007000
95725499,49435649,21016021,0,7e+05
95725500,49435649,21016021,0,3e+05
95725501,49435649,21016021,0,3e+05
95725502,49435649,21016021,0,7e+05
95725503,49435649,21016021,0,7e+05
95725504,50976437,21016021,0,1015400
95725505,50976686,21016021,0,1338713
95725506,50988963,21016021,1049113,0
95725507,50927353,21016021,15074300,0
95725593,50927353,21016028,0,1361300
95725594,50927353,21016028,0,1361300
95725595,50927353,21016028,0,1361300
95725596,50927353,21016028,0,1361300
95725597,50927353,21016028,0,1e+06
95725598,50927353,21016028,0,1361300
95725599,49435649,21016028,7700000,0
95725600,50927353,21016028,96500,0
95726894,50988904,21016320,0,1183500
95726895,50989759,21016320,1168000,0
95726896,50927353,21016320,5500,0
95726957,50927353,21016341,0,14682500
95726958,50303732,21016341,1e+05,0
95726959,50927353,21016341,14572500,0
95726963,50927353,21016343,0,15074300
95726964,50989805,21016343,1e+05,0
95726965,50927353,21016343,14964300,0
95726975,50927353,21016347,0,393540
95726976,49435649,21016347,3e+05,0
95726977,50927353,21016347,83540,0
95727010,50988969,21016357,0,1002613
95727011,50987893,21016357,0,997700
95727012,50989835,21016357,1412613,0
95727013,50927353,21016357,577700,0
95728528,50927353,21016649,0,14964300
95728529,49435649,21016649,3e+05,0
95728530,50927353,21016649,14654300,0
95728531,50927353,21016650,0,14572500
95728532,49435649,21016650,7e+05,0
95728533,50927353,21016650,13862500,0
95728546,50927353,21016655,0,13862500
95728547,49435649,21016655,7e+05,0
95728548,50927353,21016655,13152500,0
95728549,50927353,21016656,0,13152500
95728550,49435649,21016656,3e+05,0
95728551,50927353,21016656,12842500,0
95728552,50927353,21016657,0,12842500
95728553,49435649,21016657,7e+05,0
95728554,50927353,21016657,12132500,0
95728597,46529090,21016670,0,1e+07
95728598,50990812,21016670,9984500,0
95728599,50927353,21016670,5500,0
95728606,46529090,21016673,0,2e+07
95728607,50927353,21016673,1361300,0
95728608,50990819,21016673,18628700,0
95728609,49435649,21016674,0,3300000
95728610,50990820,21016674,3284500,0
95728611,50927353,21016674,5500,0
95728612,46529090,21016675,0,1e+07
95728613,50927353,21016675,1361300,0
95728614,50990823,21016675,8628700,0
95728714,50927353,21016696,0,223100
95728715,50927353,21016696,0,577700
95728716,49435649,21016696,3e+05,0
95728717,50927353,21016696,490800,0
95728738,49435649,21016701,0,7e+05
95728739,50989759,21016701,0,1168000
95728740,50990890,21016701,1280300,0
95728741,50927353,21016701,577700,0
95728742,49435649,21016702,0,7e+05
95728743,50988752,21016702,0,1250300
95728744,50990892,21016702,1362600,0
95728745,50927353,21016702,577700,0
95728746,50989835,21016703,0,1412613
95728747,49435649,21016703,0,7e+05
95728748,50990894,21016703,1524913,0
95728749,50927353,21016703,577700,0
95729660,50927353,21016927,0,12132500
95729661,49435649,21016927,1500000,0
95729662,50927353,21016927,10622500,0
95729756,50990781,21016947,0,1040778
95729757,50990768,21016947,0,5410600
95729758,50990890,21016947,0,1280300
95729759,50991397,21016947,1266978,0
95729760,50927353,21016947,6454700,0
95729771,50927353,21016950,0,1361300
95729772,50927353,21016950,0,1361300
95729773,50927353,21016950,0,1361300
95729774,49435649,21016950,3300000,0
95729775,50927353,21016950,773900,0
95729776,49435649,21016951,0,7e+05
95729777,49435649,21016951,0,3e+05
95729778,49435649,21016951,0,7e+05
95729779,50991405,21016951,1112300,0
95729780,50927353,21016951,577700,0
95729792,50927353,21016954,0,14654300
95729793,50927353,21016954,0,5500
95729794,50927353,21016954,0,5500
95729795,50927353,21016954,0,5500
95729796,49435649,21016954,3e+05,0
95729797,50927353,21016954,14360800,0
95729798,50927353,21016955,0,14360800
95729799,49435649,21016955,3e+05,0
95729800,50927353,21016955,14050800,0
95729801,50927353,21016956,0,14050800
95729802,49435649,21016956,3e+05,0
95729803,50927353,21016956,13740800,0
95729804,50927353,21016957,0,13740800
95729805,49435649,21016957,3e+05,0
95729806,50927353,21016957,13430800,0
95729807,50927353,21016958,0,13430800
95729808,49435649,21016958,7e+05,0
95729809,50927353,21016958,12720800,0
95729810,50927353,21016959,0,12720800
95729811,49435649,21016959,3e+05,0
95729812,50927353,21016959,12410800,0
95729813,50927353,21016960,0,12410800
95729814,49435649,21016960,7e+05,0
95729815,50927353,21016960,11700800,0
95729816,50927353,21016961,0,5500
95729817,50927353,21016961,0,6500
95729818,50927353,21016961,0,83540
95729819,50927353,21016961,0,33500
95729820,50927353,21016961,0,5500
95729821,50927353,21016961,0,5500
95729822,50927353,21016961,0,15000
95729823,50927353,21016961,0,5500
95729824,50927353,21016961,0,44800
95729825,50927353,21016961,0,21100
95729826,50927353,21016961,0,96500
95729827,49435649,21016961,3e+05,0
95729828,49435649,21016962,0,3e+05
95729829,49435649,21016962,0,3e+05
95729830,49435649,21016962,0,3e+05
95729831,49435649,21016962,0,1500000
95729832,50991426,21016962,1028700,0
95729833,50927353,21016962,1361300,0
95731557,50927353,21017314,0,10622500
95731558,50303732,21017314,5e+05,0
95731559,50927353,21017314,10112500,0
95731566,50927353,21017317,0,6454700
95731567,50303732,21017317,1e+06,0
95731568,50927353,21017317,5444700,0
95731572,50927353,21017319,0,773900
95731573,49435649,21017319,3e+05,0
95731574,50927353,21017319,463900,0
95731596,50927353,21017327,0,11700800
95731597,50303732,21017327,3e+05,0
95731598,50927353,21017327,11390800,0
95731605,50927353,21017330,0,1361300
95731606,49435649,21017330,3e+05,0
95731607,50927353,21017330,1051300,0
95731608,50991426,21017331,0,1028700
95731609,50927353,21017331,5500,0
95731610,50992589,21017331,1013200,0
95731611,50927353,21017332,0,490800
95731612,49435649,21017332,3e+05,0
95731613,50927353,21017332,180800,0
95731623,50927353,21017336,0,577700
95731624,49435649,21017336,3e+05,0
95731625,50927353,21017336,267700,0
95731626,50991405,21017337,0,1112300
95731627,50927353,21017337,5500,0
95731628,50992601,21017337,1096800,0
95731635,46529090,21017340,0,1e+07
95731636,50992606,21017340,9412300,0
95731637,50927353,21017340,577700,0
95731641,50927353,21017342,0,577700
95731642,50927353,21017342,0,577700
95731643,49435649,21017342,7e+05,0
95731644,50927353,21017342,445400,0
95731677,49435649,21017351,0,7e+05
95731678,49435649,21017351,0,7e+05
95731679,50992627,21017351,1384500,0
95731680,50927353,21017351,5500,0
95731697,50991397,21017355,0,1266978
95731698,49435649,21017355,0,3e+05
95731699,50990820,21017355,0,3284500
95731700,50990892,21017355,0,1362600
95731701,50990894,21017355,0,1524913
95731702,49435649,21017355,0,7e+05
95731703,49435649,21017355,0,3e+05
95731704,49435649,21017355,0,3e+05
95731705,50992635,21017355,1019991,0
95731706,50927353,21017355,7999000,0
95731707,50927353,21017356,0,5500
95731708,50927353,21017356,0,5500
95731709,50927353,21017356,0,5500
95731710,50927353,21017356,0,11390800
95731711,50927353,21017356,0,5500
95731712,50927353,21017356,0,5500
95731713,50927353,21017356,0,5500
95731714,50927353,21017356,0,577700
95731715,50927353,21017356,0,5500
95731716,49435649,21017356,7e+05,0
95731717,50927353,21017356,11287000,0
95731718,50927353,21017357,0,11287000
95731719,49435649,21017357,1500000,0
95731720,50927353,21017357,9777000,0
95731770,50927353,21017371,0,10112500
95731771,49435649,21017371,3e+05,0
95731772,50927353,21017371,9802500,0
95733248,50927353,21017689,0,9802500
95733249,49435649,21017689,3e+05,0
95733250,50927353,21017689,9492500,0
95733251,50927353,21017690,0,1361300
95733252,50303732,21017690,3e+05,0
95733253,50927353,21017690,1051300,0
95733254,50927353,21017691,0,1051300
95733255,49435649,21017691,3e+05,0
95733256,50927353,21017691,741300,0
95733257,50992635,21017692,0,1019991
95733258,50927353,21017692,5500,0
95733259,50993442,21017692,1004491,0
95733281,50927353,21017700,0,9777000
95733282,49435649,21017700,7e+05,0
95733283,50927353,21017700,9067000,0
95733287,50927353,21017702,0,7999000
95733288,49435649,21017702,1500000,0
95733289,50927353,21017702,6489000,0
95733293,50927353,21017704,0,5444700
95733294,49435649,21017704,3e+05,0
95733295,50927353,21017704,5134700,0
95733299,50927353,21017706,0,2928500
95733300,50989805,21017706,3e+05,0
95733301,50927353,21017706,2618500,0
95733305,50927353,21017708,0,577700
95733306,49435649,21017708,3e+05,0
95733307,50927353,21017708,267700,0
95733348,49435649,21017717,0,5e+06
95733349,50927353,21017717,2392700,0
95733350,50993496,21017717,2597300,0
95733351,49435649,21017718,0,1500000
95733352,50993497,21017718,1e+06,0
95733353,50988821,21017718,490000,0
95733357,49435649,21017720,0,7500000
95733358,50993501,21017720,7387344,0
95733359,50668168,21017720,102656,0
95733417,50303732,21017734,0,1e+05
95733418,49435649,21017734,0,1500000
95733419,50993535,21017734,1012300,0
95733420,50927353,21017734,577700,0
95733421,49435649,21017735,0,1500000
95733422,49775523,21017735,0,1e+05
95733423,50993537,21017735,1012300,0
95733424,50927353,21017735,577700,0
95733497,50992601,21017744,0,1096800
95733498,50992627,21017744,0,1384500
95733499,49435649,21017744,0,1500000
95733500,50993558,21017744,1042800,0
95733501,50927353,21017744,2928500,0
95733530,50988821,21017748,0,1039615
95733531,50987875,21017748,0,20050000
95733532,50924650,21017748,0,40110000
95733533,50985526,21017748,0,20050000
95733534,50877709,21017748,0,20050000
95733535,50993567,21017748,1289615,0
95733536,46529090,21017748,1e+08,0
95733537,50668168,21017749,0,40000
95733538,50988723,21017749,0,22166000
95733539,50993567,21017749,0,1289615
95733540,48456562,21017749,0,40000
95733541,50985554,21017749,0,5500
95733542,50993569,21017749,1e+06,0
95733543,46529090,21017749,22531115,0
95733601,49435649,21017752,0,2100000
95733602,50992589,21017752,0,1013200
95733603,49435649,21017752,0,7e+05
95733604,49435649,21017752,0,3e+05
95733605,49435649,21017752,0,3300000
95733606,50927353,21017752,6394400,0
95733607,50993576,21017752,1008800,0
95734570,50993463,21017954,0,6669700
95734571,50994043,21017954,6654200,0
95734572,50927353,21017954,5500,0
95734603,50927353,21017965,0,9492500
95734604,49435649,21017965,3e+05,0
95734605,50927353,21017965,9182500,0
95734606,50927353,21017966,0,9067000
95734607,50303732,21017966,3e+05,0
95734608,50927353,21017966,8757000,0
95734609,50927353,21017967,0,6394400
95734610,49435649,21017967,7e+05,0
95734611,50927353,21017967,5684400,0
95734612,50927353,21017968,0,5134700
95734613,49435649,21017968,7e+05,0
95734614,50927353,21017968,4424700,0
95734615,50927353,21017969,0,2928500
95734616,49435649,21017969,7e+05,0
95734617,50927353,21017969,2218500,0
95734618,50927353,21017970,0,2618500
95734619,49435649,21017970,1500000,0
95734620,50927353,21017970,1108500,0
95734648,50927353,21017980,0,6489000
95734649,50989805,21017980,1e+06,0
95734650,50927353,21017980,5479000,0
95734651,50993558,21017981,0,1042800
95734652,50994097,21017981,1027300,0
95734653,50927353,21017981,5500,0
95734660,49435649,21017984,0,7700000
95734661,50927353,21017984,577700,0
95734662,50994104,21017984,7112300,0
95734683,50989805,21017990,0,1e+05
95734684,50993442,21017990,0,1004491
95734685,50994116,21017990,1088991,0
95734686,50927353,21017990,5500,0
95734687,50993497,21017991,0,1e+06
95734688,49435649,21017991,0,7e+05
95734689,50927353,21017991,577700,0
95734690,50994119,21017991,1112300,0
95734844,50303732,21018012,0,1e+05
95734845,50993576,21018012,0,1008800
95734846,50993537,21018012,0,1012300
95734847,49435649,21018012,0,3e+05
95734848,50994176,21018012,1049800,0
95734849,50927353,21018012,1361300,0
95735621,50992606,21018221,0,9412300
95735622,50994596,21018221,8041000,0
95735623,50927353,21018221,1361300,0
95735639,50992595,21018227,0,13219300
95735640,50927353,21018227,1361300,0
95735641,50994609,21018227,11848000,0
95735642,50992596,21018228,0,9396800
95735643,50994610,21018228,2932100,0
95735644,50927353,21018228,6454700,0
95735654,46529090,21018232,0,1e+07
95735655,50927353,21018232,1361300,0
95735656,50994619,21018232,8628700,0
95735755,50992575,21018260,0,18613200
95735756,50994672,21018260,18597700,0
95735757,50927353,21018260,5500,0
95735761,50993501,21018262,0,7387344
95735762,50994676,21018262,7371844,0
95735763,50927353,21018262,5500,0
95735764,50927353,21018263,0,8757000
95735765,49435649,21018263,3300000,0
95735766,50927353,21018263,5447000,0
95735774,50927353,21018266,0,267700
95735775,50927353,21018266,0,741300
95735776,49435649,21018266,7e+05,0
95735777,50927353,21018266,299000,0
95735778,50927353,21018267,0,1051300
95735779,50927353,21018267,0,445400
95735780,49435649,21018267,7e+05,0
95735781,50927353,21018267,786700,0
95735782,50927353,21018268,0,577700
95735783,50927353,21018268,0,577700
95735784,49435649,21018268,7e+05,0
95735785,50927353,21018268,445400,0
95735790,50927353,21018270,0,577700
95735791,50927353,21018270,0,180800
95735792,49435649,21018270,7e+05,0
95735793,50927353,21018270,48500,0
95735794,50927353,21018271,0,463900
95735795,50927353,21018271,0,577700
95735796,50927353,21018271,0,2392700
95735797,49435649,21018271,3300000,0
95735798,50927353,21018271,124300,0
95735799,50927353,21018272,0,5500
95735800,50927353,21018272,0,5500
95735801,50927353,21018272,0,5500
95735802,50927353,21018272,0,267700
95735803,50927353,21018272,0,5500
95735804,50927353,21018272,0,9182500
95735805,50927353,21018272,0,5500
95735806,50927353,21018272,0,5500
95735807,50927353,21018272,0,5500
95735808,49435649,21018272,1500000,0
95735809,50927353,21018272,7968700,0
95735810,50927353,21018273,0,7968700
95735811,49435649,21018273,7e+05,0
95735812,50927353,21018273,7258700,0
95735813,50927353,21018274,0,7258700
95735814,49435649,21018274,1500000,0
95735815,50927353,21018274,5748700,0
95736526,50927353,21018384,0,5684400
95736527,49435649,21018384,7e+05,0
95736528,50927353,21018384,4974400,0
95736529,50927353,21018385,0,5479000
95736530,49435649,21018385,7e+05,0
95736531,50927353,21018385,4769000,0
95736532,50927353,21018386,0,6454700
95736533,49435649,21018386,3300000,0
95736534,50927353,21018386,3144700,0
95736541,50927353,21018389,0,4424700
95736542,49435649,21018389,1500000,0
95736543,50927353,21018389,2914700,0
95736603,49435649,21018407,0,3e+05
95736604,50994097,21018407,0,1027300
95736605,50994176,21018407,0,1049800
95736606,50927353,21018407,1361300,0
95736607,50995233,21018407,1005800,0
95737601,50994671,21018650,0,380693300
95737602,48456562,21018650,260770000,0
95737603,50995747,21018650,119913300,0
95737610,50927353,21018653,0,5447000
95737611,50989805,21018653,5e+05,0
95737612,50927353,21018653,4937000,0
95737613,50927353,21018654,0,1361300
95737614,50989805,21018654,1e+06,0
95737615,50927353,21018654,351300,0
95737616,50927353,21018655,0,1361300
95737617,50303732,21018655,5e+05,0
95737618,50927353,21018655,851300,0
95737640,48456562,21018663,0,307489824
95737641,50995771,21018663,177479824,0
95737642,46529090,21018663,1.3e+08,0
95737643,50995771,21018664,0,177479824
95737644,50995773,21018664,167469824,0
95737645,46529090,21018664,1e+07,0
95737775,50927353,21018691,0,5748700
95737776,50927353,21018691,0,2928500
95737777,50927353,21018691,0,2218500
95737778,49435649,21018691,6600000,0
95737779,50927353,21018691,4285700,0
95737853,49435649,21018701,0,3e+05
95737854,50303732,21018701,0,5e+05
95737855,49435649,21018701,0,3e+05
95737856,50995870,21018701,1083500,0
95737857,50927353,21018701,6500,0
95737864,49435649,21018703,0,3e+05
95737865,49435649,21018703,0,3e+05
95737866,49435649,21018703,0,3e+05
95737867,49435649,21018703,0,3e+05
95737868,50927353,21018703,5500,0
95737869,50995874,21018703,1184500,0
95737870,49435649,21018704,0,3e+05
95737871,49435649,21018704,0,3e+05
95737872,49435649,21018704,0,3e+05
95737873,49435649,21018704,0,3e+05
95737874,50995875,21018704,1184500,0
95737875,50927353,21018704,5500,0
95737876,50994609,21018705,0,11848000
95737877,50994104,21018705,0,7112300
95737878,49435649,21018705,0,3e+05
95737879,50303732,21018705,0,3e+05
95737880,49435649,21018705,0,1500000
95737881,50995877,21018705,1000300,0
95737882,50995771,21018705,20050000,0
95738058,50927353,21018751,0,4974400
95738059,50989805,21018751,5e+05,0
95738060,50927353,21018751,4464400,0
95738061,50994077,21018752,0,1226000
95738062,50927353,21018752,5500,0
95738063,50995972,21018752,1210500,0
95738064,50927353,21018753,0,4769000
95738065,50303732,21018753,5e+05,0
95738066,50927353,21018753,4259000,0
95738100,49435649,21018758,0,3e+05
95738101,50303732,21018758,0,1e+06
95738102,50995983,21018758,1284500,0
95738103,50927353,21018758,5500,0
95741257,50995773,21019444,0,167469824
95741258,50997566,21019444,157459824,0
95741259,46529090,21019444,1e+07,0
95747974,50995771,21021000,0,20050000
95747975,46529090,21021000,1e+07,0
95747976,51001210,21021000,10040000,0
95750403,50997566,21021623,0,157459824
95750404,51002495,21021623,137449824,0
95750405,46529090,21021623,2e+07,0
95754326,48254239,21022445,0,1949000
95754327,49775523,21022445,1e+05,0
95754328,48254239,21022445,1799000,0
95754813,51002495,21022538,0,137449824
95754814,46529090,21022538,2.1e+07,0
95754815,51004852,21022538,116439824,0
95761506,48254239,21023717,0,7350000
95761507,50727409,21023717,1e+06,0
95761508,48254239,21023717,6300000,0
95777679,51006961,21026556,0,60760000
95777680,51001210,21026556,0,10040000
95777681,50993569,21026556,0,1e+06
95777682,51004852,21026556,0,116439824
95777683,51016931,21026556,229824,0
95777684,46529090,21026556,1.88e+08,0
95783135,50927353,21027893,0,4937000
95783136,49435649,21027893,5e+05,0
95783137,50927353,21027893,4427000,0
95783201,50927353,21027915,0,6454700
95783202,49435649,21027915,5e+05,0
95783203,50927353,21027915,5944700,0
95783207,50927353,21027917,0,4464400
95783208,50989805,21027917,1e+05,0
95783209,50927353,21027917,4354400,0
95785033,51018795,21028326,0,7850000
95785034,51020864,21028326,6800000,0
95785035,50727409,21028326,1e+06,0
95789205,51022946,21029295,0,1e+06
95789206,51022974,21029295,1e+05,0
95789207,51022946,21029295,890000,0
95821701,50927353,21036390,0,5944700
95821702,49435649,21036390,1e+05,0
95821703,50927353,21036390,5834700,0
95870399,48456562,21047390,0,1008424320
95870400,51065816,21047390,988424320,0
95870401,46529090,21047390,2e+07,0
95887663,50995870,21050948,0,1083500
95887664,48254239,21050948,5500,0
95887665,51074733,21050948,1068000,0
95887759,51065816,21050981,0,988424320
95887760,51074795,21050981,978414320,0
95887761,46529090,21050981,1e+07,0
95887771,50997577,21050985,0,1031300
95887772,51074803,21050985,1015800,0
95887773,50927353,21050985,5500,0
95887810,46529090,21050998,0,22531115
95887811,50994619,21050998,0,8628700
95887812,46529090,21050998,0,1e+07
95887813,49435649,21050998,0,5e+05
95887814,49435649,21050998,0,1500000
95887815,51002495,21050998,42116000,0
95887816,51074830,21050998,1003815,0
95887941,49435649,21051042,0,3e+05
95887942,49435649,21051042,0,1500000
95887943,49435649,21051042,0,1500000
95887944,49435649,21051042,0,3300000
95887945,50995972,21051042,0,1210500
95887946,50994043,21051042,0,6654200
95887947,50994672,21051042,0,18597700
95887948,49435649,21051042,0,3300000
95887949,49435649,21051042,0,1500000
95887950,49435649,21051042,0,3300000
95887951,50997566,21051042,40110000,0
95887952,51074901,21051042,1002400,0
95887977,49435649,21051049,0,7e+05
95887978,50995983,21051049,0,1284500
95887979,50927353,21051049,969500,0
95887980,51074915,21051049,1005000,0
95887985,50989805,21051051,0,1e+06
95887986,50989805,21051051,0,1e+05
95887987,51074918,21051051,1084500,0
95887988,50927353,21051051,5500,0
95887989,49775523,21051052,0,1e+05
95887990,50989805,21051052,0,1e+06
95887991,51074920,21051052,1084500,0
95887992,51018795,21051052,5500,0
95887993,49435649,21051053,0,5e+05
95887994,49435649,21051053,0,7e+05
95887995,51074922,21051053,1100000,0
95887996,48456562,21051053,90000,0
95887997,51022974,21051054,0,1e+05
95887998,50727409,21051054,0,1e+06
95887999,51074924,21051054,1084500,0
95888000,51022946,21051054,5500,0
95888069,50995233,21051065,0,1005800
95888070,49435649,21051065,0,1e+05
95888071,50995875,21051065,0,1184500
95888072,48254239,21051065,1226000,0
95888073,51074953,21051065,1054300,0
95888083,49435649,21051068,0,3e+05
95888084,50303732,21051068,0,3e+05
95888085,50303732,21051068,0,5e+05
95888086,51074957,21051068,1050000,0
95888087,51065816,21051068,40000,0
95888173,49435649,21051082,0,3300000
95888174,49435649,21051082,0,6600000
95888175,46529090,21051082,0,1e+07
95888176,50995874,21051082,0,1184500
95888177,50995771,21051082,20050000,0
95888178,51074985,21051082,1024500,0
95888216,46529090,21051087,0,2.1e+07
95888217,49435649,21051087,0,3e+05
95888218,49435649,21051087,0,3e+05
95888219,50303732,21051087,0,3e+05
95888220,50989805,21051087,0,3e+05
95888221,49435649,21051087,0,3e+05
95888222,49435649,21051087,0,7e+05
95888223,49435649,21051087,0,7e+05
95888224,49435649,21051087,0,1500000
95888225,50989805,21051087,0,5e+05
95888226,50727409,21051087,0,1e+06
95888227,50994676,21051087,0,7371844
95888228,50994610,21051087,0,2932100
95888229,50994596,21051087,0,8041000
95888230,49435649,21051087,0,7e+05
95888231,50995747,21051087,0,119913300
95888232,50993535,21051087,0,1012300
95888233,49435649,21051087,0,7e+05
95888234,49435649,21051087,0,7e+05
95888235,49435649,21051087,0,7e+05
95888236,46529090,21051087,0,2e+07
95888237,46529090,21051087,0,1.88e+08
95888238,49435649,21051087,0,7e+05
95888239,50989805,21051087,0,5e+05
95888240,51074993,21051087,1002544,0
95888241,51006961,21051087,377118000,0
95889429,51074795,21051289,0,978414320
95889430,51075575,21051289,938404320,0
95889431,46529090,21051289,4e+07,0
95889503,49435649,21051312,0,3e+05
95889504,51074803,21051312,0,1015800
95889505,51075623,21051312,1115800,0
95889506,51074795,21051312,190000,0
95890356,51075575,21051491,0,938404320
95890357,46529090,21051491,9e+07,0
95890358,51076016,21051491,848394320,0
95890419,49435649,21051506,0,7e+05
95890420,51074957,21051506,0,1050000
95890421,46529090,21051506,0,2e+07
95890422,46529090,21051506,0,1e+07
95890423,49435649,21051506,0,7e+05
95890424,49435649,21051506,0,7e+05
95890425,46529090,21051506,0,1.3e+08
95890426,49435649,21051506,0,7e+05
95890427,49435649,21051506,0,1500000
95890428,49435649,21051506,0,7e+05
95890429,49435649,21051506,0,7e+05
95890430,51075623,21051506,0,1115800
95890431,50995877,21051506,0,1000300
95890432,51074985,21051506,0,1024500
95890433,51074920,21051506,0,1084500
95890434,51074901,21051506,0,1002400
95890435,51074953,21051506,0,1054300
95890436,51074993,21051506,0,1002544
95890437,51074733,21051506,0,1068000
95890438,51074915,21051506,0,1005000
95890439,51074922,21051506,0,1100000
95890440,49435649,21051506,0,7e+05
95890441,51074830,21051506,0,1003815
95890442,51074924,21051506,0,1084500
95890443,51074918,21051506,0,1084500
95890444,50303732,21051506,0,5e+05
95890445,51075575,21051506,180530000,0
95890446,51076046,21051506,1000159,0
95901199,48254239,21053898,0,6300000
95901200,50727409,21053898,2e+06,0
95901201,48254239,21053898,4250000,0
95902028,48254239,21054082,0,5500
95902029,48254239,21054082,0,5500
95902030,48254239,21054082,0,5500
95902031,48254239,21054082,0,1794902
95902032,48254239,21054082,0,185900
95902033,48254239,21054082,0,1799000
95902034,48254239,21054082,0,2649906
95902035,50727409,21054082,3e+06,0
95902036,48254239,21054082,3346208,0
95902491,46529090,21054180,0,4e+07
95902492,51082350,21054180,37528000,0
95902493,48254239,21054180,2462000,0
95902504,46529090,21054184,0,1e+07
95902505,51082359,21054184,6292000,0
95902506,48254239,21054184,3698000,0
95908364,50927353,21055482,0,19900000
95908365,49435649,21055482,5e+05,0
95908366,50927353,21055482,19390000,0
95908379,50927353,21055487,0,3417000
95908380,49435649,21055487,5e+05,0
95908381,50927353,21055487,2907000,0
95908430,50927353,21055504,0,5834700
95908431,49435649,21055504,5e+05,0
95908432,50927353,21055504,5324700,0
95908433,50927353,21055505,0,3275700
95908434,49435649,21055505,5e+05,0
95908435,50927353,21055505,2765700,0
95908445,50927353,21055509,0,2344400
95908446,49435649,21055509,5e+05,0
95908447,50927353,21055509,1834400,0
95908466,46529090,21055514,0,1e+08
95908467,51085479,21055514,99020500,0
95908468,50927353,21055514,969500,0
95908472,46529090,21055516,0,9e+07
95908473,51085483,21055516,89020500,0
95908474,50927353,21055516,969500,0
95908484,50727409,21055520,0,3e+06
95908485,50927353,21055520,5500,0
95908486,51085492,21055520,2984500,0
95908496,50727409,21055524,0,2e+06
95908497,51085499,21055524,1984500,0
95908498,50927353,21055524,5500,0
95908536,50927353,21055533,0,969500
95908537,50927353,21055533,0,124300
95908538,49435649,21055533,1e+06,0
95908539,50927353,21055533,83800,0
95908552,50927353,21055537,0,299000
95908553,50927353,21055537,0,351300
95908554,49435649,21055537,5e+05,0
95908555,50927353,21055537,140300,0
95908592,49435649,21055547,0,7e+05
95908593,49435649,21055547,0,7e+05
95908594,51085557,21055547,1384500,0
95908595,50927353,21055547,5500,0
95908695,50927353,21055560,0,5500
95908696,50927353,21055560,0,5500
95908697,50927353,21055560,0,5500
95908698,50927353,21055560,0,80900
95908699,50927353,21055560,0,5500
95908700,50927353,21055560,0,5500
95908701,50927353,21055560,0,5500
95908702,50927353,21055560,0,5500
95908703,50927353,21055560,0,19390000
95908704,50927353,21055560,0,5500
95908705,50927353,21055560,0,5500
95908706,50927353,21055560,0,5500
95908707,50927353,21055560,0,5500
95908708,50927353,21055560,0,10000
95908709,50927353,21055560,0,48500
95908710,50927353,21055560,0,5500
95908711,50927353,21055560,0,6500
95908712,50927353,21055560,0,5500
95908713,50927353,21055560,0,5500
95908714,50927353,21055560,0,5500
95908715,50927353,21055560,0,5460
95908716,50927353,21055560,0,23000
95908717,50927353,21055560,0,5500
95908718,50927353,21055560,0,5500
95908719,49435649,21055560,5e+05,0
95908720,50927353,21055560,19117860,0
95908721,50927353,21055561,0,19117860
